Area ID,Area Name,Battle Type,Echelon,Preset
1314,Ele.4,Day,11,MXwyMDE0My05LTE5Mi0zOTEtNjY7OS04LTI2Ny03Mi00MDsxMDgtNy04LTMyLTIzNDsyMDEwMy0xNC05Mi0zNTgtMTI1OzE0Mi0xMy0zMzItNzItNTh8MA==
1314,Ele.4,Day,12,MXwzOTMtOS0xMi0zMi0yMzQ7MjAxMDQtOC0yNjAtNzItMTI7MTY2LTctMjcwLTcyLTU4OzMwNi0xNC0xMi00NDEtMjM0Ozk2LTEzLTIyNC03Mi0yMzd8MA==
1314,Ele.4,Day,13,MXwxMjYtOS0xOTgtNzItNTg7NC04LTIyNC0yNzEtNTg7MTUwLTctMjM0LTM5Mi0xMjsyNDMtMTQtMjgyLTMyLTIzNDsyMDA2MS0xMy0xMi0xMzYtNDEwfDA=
1314,Ele.4,Day,14,MXwzNzgtOS0xMi0zMTctMjM0OzIwMDAyLTgtMzc1LTEwMS01ODsyMDA2My03LTEyNC0zMi0zNzQ7MTAxNy0xNC0zMDUtNzItNDA7MzU2LTEzLTgtMzItMjM0fDA=
1314,Ele.4,Day,15,MXwxMDI3LTktNC0zMi0xODQ7NzMtOC0yOTUtMzItMjM0OzExOC03LTQtMzItMjQ4OzEwMzItMTQtOC0zMi0yNTU7MTAzNS0xMy0yMjQtMzI3LTQwfDA=
1314,Ele.4,Day,16,MXwyMDAzMi05LTIzNC03Mi0xMzQ7Mjg1LTgtMjI0LTcyLTU4OzMxOC03LTgtMzItMjM0OzEwMTgtMTQtMzA1LTcyLTE0NzszNTctMTMtMjI0LTcyLTU4fDA=
1314,Ele.4,Day,17,MXw0MDAtOS0zMDUtNzItNDA7MzAzLTgtMzA1LTcyLTQwOzM2MS03LTEyLTMyLTIzNDszOTktMTQtMzA1LTcyLTQwOzEwMDEtMTMtMjI0LTcyLTU4fDA=
1314,Ele.4,Day,18,MXwyMDA5MS05LTIyNC03Mi01ODsyMzYtOC04LTM3MC0yMzQ7NDA0LTctOC0zMi0yMzQ7Mzc1LTE0LTIyNC03Mi01ODszMTMtMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,19,MXwxNzItOS0xNjktMzItNDIyOzIwMi04LTIyNC00MDgtNDA7MzM4LTctOC0zMi0yMzQ7MjE0LTE0LTgtMzE5LTIzNDsyNzQtMTMtMjk0LTMyLTMwOXww
1314,Ele.4,Day,20,MXwzNjktOS0yMjQtNzItNTg7Mjg5LTgtOC0zMi0yMzQ7MjkwLTctMTItMzItMjM0OzM2NS0xNC04LTMyLTIzNDsyMDI2Ny0xMy00MzUtNzItMTJ8MA==
1314,Ele.4,Day,21,MXwzNDItOS04LTMyLTIzNDs3Mi04LTQtMzItMTY1Ozc0LTctMTItMzItMjM0OzIwMDcxLTE0LTEyLTMyLTIzNDszNzItMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,22,MXwyMDAyOS05LTQwNy03Mi0xMjg7MTAwOS04LTIyNC03Mi01ODsxMDEwLTctMjI0LTcyLTU4OzE5NC0xNC04LTMyLTIzNDsxODctMTMtMjg4LTMyLTIzNHww
1314,Ele.4,Day,23,MXwzNzYtOS00MC03Mi0xMjszOTAtOC0xMi0zMi0yMzQ7MzQwLTctMTItMzItMjM0OzEwMzgtMTQtMTItMzItMzI5OzEwMC0xMy0yNzYtNzItNTh8MA==
1314,Ele.4,Day,24,MXwxMDYtOS0xMi0zMi0yMzQ7MjAxNzgtOC0yMTQtNzItMTI7MTgxLTctMTItMzItMjM0OzIwLTE0LTIzNC00MDMtMTI7MjAxMzYtMTMtMjM0LTcyLTEyfDA=
1314,Ele.4,Day,25,MXwxNDQtOS0yMzQtNzItMTI7Mjg3LTgtMTItMzItMjM0OzYtNy0zMDUtMzQ2LTQwOzIwMTMxLTE0LTQwLTcyLTMwMzsxMDM5LTEzLTQtMzItMzMwfDA=
1314,Ele.4,Day,26,MXwxMjktOS04LTMyLTIzNDszOTEtOC0yMzQtNzItMTI7MTAyOS03LTEyLTMyLTIzNDsxMTktMTQtOC0zMi0yMzQ7MTMwLTEzLTgtMzItMjM0fDA=
1314,Ele.4,Day,27,MXwyNDgtOS0yNDYtNzItNDA7Mzg0LTgtNDAtNzItMTI7MTkzLTctMTItMzItMjM0OzM3MC0xNC0yMjQtNzItNTg7OTktMTMtMjI0LTcyLTU4fDA=
1314,Ele.4,Day,28,MXwzMzEtOS0zMDUtNzItNDA7MzgzLTgtMjI0LTcyLTU4OzM3OS03LTIyNC03Mi01ODsyMDAyMS0xNC0yMzQtMjcyLTEyOzI2OS0xMy0zMDUtNzItNDB8MA==
1314,Ele.4,Day,29,MXwzMzItOS0zMDUtNzItNDA7NDA1LTgtOC0zMi0yMzQ7MTA0Ni03LTQwLTcyLTMwNTsxNzUtMTQtOC0zMi0yMzQ7MjQ1LTEzLTIzNC03Mi0yNzd8MA==
1314,Ele.4,Day,30,MXwxNC05LTIyNC0xOTUtNDA7MzU0LTgtMjI0LTcyLTU4OzE2OC03LTIyNC03Mi01ODszLTE0LTE2NC03Mi00MDsxNS0xMy0yNDUtNzItNTh8MA==
1314,Ele.4,Day,31,MXwzNDktOS04LTMyLTIzNDszNDYtOC0zMDUtNzItNDA7MzU4LTctMjI0LTcyLTU4OzI5Ny0xNC0xMi0zMi0yMzQ7MTEtMTMtMjkxLTcyLTU4fDA=
1314,Ele.4,Day,32,MXw5OC05LTMwNS03Mi00MDsxMTMtOC0xOTQtNzItNTg7MjQ0LTctMjI0LTcyLTQwOzM0My0xNC04LTMyLTIzNDsxMDIzLTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,33,MXwzMzAtOS04LTMyLTIzNDszNDQtOC04LTMyLTIzNDsxNDAtNy0yMjQtNzItNTg7MjI3LTE0LTgtMzItMjM0OzY5LTEzLTgtMzItMjM0fDA=
1314,Ele.4,Day,34,MXwxMDMwLTktMjUzLTcyLTEyOzEzNS04LTIzNC03Mi0yNDk7MzczLTctOC0zMi0yMzQ7MTIzLTE0LTMwMi03Mi01ODsyMzItMTMtMjI0LTcyLTU4fDA=
1314,Ele.4,Day,35,MXwzODItOS04LTMyLTIzNDsxNi04LTIzNi03Mi00Mzk7MjA3LTctMTItMzItMjM0OzI4LTE0LTIzNC00MjEtMTI7MjU5LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,36,MXw1OC05LTgzLTMyLTIzNDsxNjctOC0yMjQtNzItNTg7MTMyLTctMjI0LTcyLTU4OzIzOS0xNC0xMi0yNjgtMjM0OzMwOS0xMy0zMDUtNzItNDB8MA==
1314,Ele.4,Day,37,MXwzNDEtOS0yMzQtNzItMTI7MjAwMzEtOC0yMzQtNzItMTI7MzIyLTctMjI0LTcyLTU4OzI3Ny0xNC0yMjQtNzItNTg7NDAxLTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,38,MXwyMjMtOS0xMi0zMi00MDE7MjEwLTgtMzA1LTcyLTQwOzIzNy03LTgtMzItMjM0OzMxMS0xNC0yMzQtNzItMTI7Mzk0LTEzLTgtMzItMjM0fDA=
1314,Ele.4,Day,39,MXwzMTUtOS0yMzQtNzItMTI7MTg2LTgtMjI0LTcyLTU4OzM1OS03LTIzNC03Mi0xMjszODUtMTQtMzA1LTMyLTIzNDsyNjUtMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,40,MXwxMzktOS0zNDQtNzItNDA7MTQxLTgtMjI0LTcyLTU4OzEwNS03LTgtMTczLTIzNDsyNzktMTQtOC0zMi0yMzQ7MTAxOS0xMy0yMzQtMTQ2LTEyfDA=
1314,Ele.4,Day,41,MXwxMzQtOS0xMi0zMi0zNjM7MzM1LTgtMzA1LTMyLTIzNDsyMzQtNy0yMzQtNzItMTI7NzAtMTQtMTItMzItMjM0OzIwMDk0LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,42,MXwyMDA1MC05LTI5OC0xNjAtOTA7MjAzLTgtMjUwLTcyLTEyOzI1MS03LTIzNC03Mi0xMjsxMDI4LTE0LTIzNC03Mi0xMjsyOTgtMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,43,MXwxMjAtOS04LTMyLTIzNDs2OC04LTEyLTMyLTM3NzszMTQtNy0xMi0zMi0yMzQ7MTcwLTE0LTEyLTMyLTIzNDsyNTgtMTMtMTItMzItMjM0fDA=
1314,Ele.4,Day,44,MXw1OS05LTIzNC03Mi0xMjsyMjQtOC0yMzQtNzItMTI7MTA3LTctOC0zMi0yMzQ7Mjk1LTE0LTM2Ny03Mi0xMjsxMDM2LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,45,MXw5MC05LTIyNC03Mi01ODsxMzMtOC0xMi0zMi0yMzQ7MTc3LTctMjM0LTcyLTEyOzIwMDkzLTE0LTIzNC03Mi0xMjsyMDA0Ni0xMy0yMC0xMDUtMjk3fDA=
1314,Ele.4,Day,46,MXwyMTgtOS0yMzQtMjgwLTEyOzMyOC04LTIzNC03Mi0xMjsyMDA4OC03LTM2OS0yMjQtMTA3OzMzMy0xNC0yMzQtNzItMTI7MzM2LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,47,MXwyMDAzOS05LTMzNy0xMTEtODY7Mjg2LTgtMjM0LTcyLTEyOzIzLTctMjM0LTcyLTEyOzMwNC0xNC0yMzQtNzItMTI7MzU1LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,48,MXwzNjQtOS0yMzQtNzItMTI7MzYzLTgtMjM0LTcyLTEyOzI3LTctMjM0LTE4MS0xMjsxMDItMTQtMjM0LTcyLTEyOzEzNy0xMy0yMzQtNzItMTJ8MA==
1314,Ele.4,Day,49,MXwyODAtOS0yMzQtNzItMTI7MzkyLTgtMjM0LTcyLTEyOzMwMS03LTIzNC03Mi0xMjszODAtMTQtMjM0LTcyLTEyOzIwMTI1LTEzLTIzOS0xMzItNjh8MA==
1314,Ele.4,Day,50,MXwxMTYtOS0yMzQtMzc4LTEyOzMyNy04LTIzNC03Mi0xMjsyMDktNy0yMzQtNzItMTI7MTgtMTQtMjM0LTcyLTEyOzIyNS0xMy0yMzQtNzItMTJ8MA==
1314,Ele.4,Day,51,MXwxOTEtOS0yMzQtNzItMTI7MTY5LTgtMjM0LTcyLTEyOzE3LTctNDAtNzItMTU0OzE5LTE0LTIzNC03Mi0xMjsxNzYtMTMtMjM0LTcyLTEyfDA=
1314,Ele.4,Day,52,MXwyOTEtOS0yMzQtNzItMTI7MjQtOC0yMzQtNzItMjQ0OzIyLTctMjM0LTcyLTEyOzkyLTE0LTIzNC03Mi0xMjsyMDA1My0xMy0xNzAtNC0zNzF8MA==
1314,Ele.4,Day,53,MXwyMDA4MS05LTIyOS0xMzEtMzg1OzMzLTgtMjM0LTcyLTEyOzIwMjU2LTctMzgyLTQtOTA7NDgtMTQtNDE0LTIxNy05MDsyMDAzNy0xMy0yMC0xMjktNDQzfDA=
1314,Ele.4,Day,54,MXwyMDI4Mi05LTMzNi03Ni0zMDU7MjAwOTUtOC0yMjEtMTU4LTM2NTsyNS03LTIzNC03Mi0xMjsyMDA0NC0xNC0zOTgtNC0xMTU7MjMxLTEzLTQyNy0yODMtOTB8MA==
1314,Ele.4,Day,55,MXwyMDIwMC05LTI0MS00LTkwOzI2MS04LTIwLTMwMC05MDsyMDA4MC03LTM2Ni0yMjAtNjg7MjAxOTktMTQtMjI5LTQ0Ni02ODsyMDI1Mi0xMy0xNzgtNC05MHww
1314,Ele.4,Day,56,MXwyMDEyNC05LTIwLTE5MS05MDsyMDE2Mi04LTQxNi04MC0zMDU7MTczLTctMzk5LTMxNi02ODszMTItMTQtMjAtNC0zNTQ7MjAwNzUtMTMtMzQwLTExMi02MXww
1314,Ele.4,Day,57,MXwyMDIzMC05LTIwLTI4Ny05MDszMTYtOC0yMC00MzctOTA7MzYtNy01OS00LTkwOzM3NC0xNC0yMjktMjI0LTY4OzIwMTYxLTEzLTE5My0zNzItMzA1fDA=
1314,Ele.4,Day,58,MXwxMDktOS0yMjktMzg2LTY4OzI1My04LTIyOS00NDctNjg7MjY2LTctMjAtNC05MDsyOTYtMTQtMzM5LTQtOTA7MTAzMS0xMy0yMC00LTI1NHww
1314,Ele.4,Day,59,MXw0MDYtOS0yMjktMjI0LTY4OzM3Ny04LTMxOC00LTkwOzM0OC03LTQyNS00LTkwOzEwMjQtMTQtMjAtNC0xODM7MjAwODktMTMtMzkzLTEyMy02OHww
1314,Ele.4,Day,60,MXwzMDctOS0zMjEtMjI0LTY4OzE2My04LTM5NC0xNzQtMzA1OzMxNy03LTIwLTQtMjU5OzIyMi0xNC0yMC0yNDctOTA7NzktMTMtMjI5LTIyNC0yNTZ8MA==
1314,Ele.4,Day,61,MXwyMDIwMS05LTI2Mi00LTkwOzI0Ny04LTM3My00LTkwOzIwMTU0LTctNDIwLTc2LTMwNTszMjktMTQtMjAtNC05MDs3Ny0xMy0yMjktMjI0LTQwMHww
1314,Ele.4,Day,62,MXwxMjgtOS0yMC00MzItOTA7MjA0LTgtMjAtNC05MDsyMjYtNy0yMC00LTkwOzEwMzctMTQtMjAtMzI1LTkwOzIwMDUxLTEzLTIwLTEwNC05MHww
1314,Ele.4,Day,63,MXwxNTEtOS0zNDctODAtMzA1OzI3My04LTIwLTQyNi05MDsyNjMtNy0yMjktMjI0LTY4OzI5Mi0xNC0yMjktMjI0LTY4OzEwMjEtMTMtMjI5LTIyNC0xNDl8MA==
1314,Ele.4,Day,64,MXwyMDE1OS05LTI0MC04MC0zMDU7MjU3LTgtMjAtNC05MDszODYtNy0yMjktMjI0LTY4OzIwMDQ5LTE0LTIxMi00LTkwOzE4NS0xMy0yMjktMjI0LTk0fDA=
1314,Ele.4,Day,65,MXwxOTgtOS0yMC00LTkwOzIwOC04LTIyOS0yMjQtNjg7MTY0LTctNDQ1LTgwLTMwNTsxNzktMTQtMjAtNC00MDU7MjI5LTEzLTM2NC04MC0zMDV8MA==
1314,Ele.4,Day,66,MXwyMzgtOS0yMjktMjI0LTY4OzEwMjAtOC0yMC00LTE0ODszMjQtNy0yOTMtODAtMzA1OzM4MS0xNC0yMC00LTkwOzEwMzMtMTMtMjI5LTI1Mi02OHww
1314,Ele.4,Day,67,MXwxMDQ0LTktMjI5LTIyNC02ODsxNDgtOC0yMC00LTkwOzI1NC03LTM0MS0yMjQtNjg7Mzk2LTE0LTIyOS0yMjQtNjg7NDMtMTMtMjQyLTQtOTB8MA==
1314,Ele.4,Day,68,MXwxMTItOS0yMjktMjI0LTY4OzIwMTUyLTgtNDQtMjA2LTMwNTszMzktNy0yMjktMjI0LTY4OzMyMy0xNC00NC03Ni0zMDU7ODItMTMtMjI5LTI1Ny02OHww
1314,Ele.4,Day,69,MXwxMDQwLTktMjI5LTMyNi02ODsyNzAtOC0yMTEtNC05MDsxMDM0LTctNDQtNzYtMjUxOzE5Mi0xNC0yMC00LTkwOzIxMS0xMy0yMC00LTkwfDA=
1314,Ele.4,Day,70,MXwzOTUtOS0yMjktMjI0LTY4OzM0NS04LTIyOS0yMjQtNjg7MzcxLTctMjAtNC05MDszODgtMTQtMjAtNC05MDszODktMTMtMjAtNC05MHww
1314,Ele.4,Day,71,MXwxOTctOS0yMC00LTkwOzQyLTgtMjAtNC0xMDg7MTQ2LTctMjAtNC05MDszMzQtMTQtMjAtNC05MDsxNDUtMTMtMjAtMjA4LTkwfDA=
1314,Ele.4,Day,72,MXwxODgtOS00NC03Ni0zMDU7Mjc1LTgtMjI5LTIyNC02ODszMDUtNy0yMC00LTkwOzQwMy0xNC0yMC00LTkwOzEyMS0xMy00NDQtMjI0LTY4fDA=
1314,Ele.4,Day,73,MXwzNC05LTIwLTI3OS05MDsxMTctOC0yMC00LTkwOzE0OS03LTIyOS0yMjQtNjg7ODYtMTQtMjI5LTI5MC02ODszNjItMTMtMjI5LTIyNC02OHww
1314,Ele.4,Day,74,MXwyNDAtOS0yMjktMjI0LTY4OzI3Ni04LTIyOS0yMjQtNjg7MTg0LTctMjAtNC05MDsxODAtMTQtMjU4LTQtOTA7MzM3LTEzLTIwLTQtOTB8MA==
1314,Ele.4,Day,75,MXw0Ny05LTIwLTMwMS05MDszODctOC00NC03Ni0zMDU7Mzk4LTctNDQtODAtMzA1OzEwMjYtMTQtMjI5LTE4NS02ODs1Mi0xMy0yMC0xNTMtOTB8MA==
1314,Ele.4,Day,76,MXwyMzUtOS0yMC00LTkwOzEwNDEtOC0zMzEtODAtMzA1OzI2NC03LTIyOS0yMjQtNjg7MzE5LTE0LTIyOS0yMjQtNjg7MjQ5LTEzLTIyOS0yMjQtNjh8MA==
1314,Ele.4,Day,77,MXwzNjAtOS0yMC00LTkwOzE5NS04LTIyOS0yMjQtNjg7MzUxLTctNDQtODAtMzA1OzE2MC0xNC00NC04MC0zMDU7MTAyMi0xMy0xNDUtODAtMzA1fDA=
1314,Ele.4,Day,78,MXw4NC05LTIyOS0yMjQtMTYyOzE1Ny04LTQ0LTgwLTMwNTsxMTAtNy0yMjktMTUwLTY4OzM5Ny0xNC00NC04MC0zMDU7MTAwMi0xMy00NC04MC0zMDV8MA==
1314,Ele.4,Day,79,MXw3OC05LTIyOS0yMjQtNjg7MjcxLTgtMjI5LTIyNC02ODsyODEtNy00NC04MC0zMDU7ODUtMTQtMjI5LTIyNC02ODszMDAtMTMtMjI5LTIyNC02OHww
1314,Ele.4,Day,80,MXwzNTAtOS00NC04MC0zMDU7MzY2LTgtNDQtODAtMzA1OzI2OC03LTIwLTQtOTA7NDAyLTE0LTIwLTQtOTA7MTExLTEzLTM2Mi0yMjQtNjh8MA==
1314,Ele.4,Day,81,MXwzMDItOS00MzQtODAtMzA1OzE2NS04LTQ0LTgwLTMwNTs4Ny03LTIyOS0zMjQtNjg7MzUtMTQtMjAtMzQ1LTkwOzM4LTEzLTIwLTE3Mi05MHww
1314,Ele.4,Day,82,MXwzNTItOS00NC04MC0zMDU7MjgzLTgtMzc2LTgwLTMwNTszMjAtNy0yMC00LTkwOzI4NC0xNC0yMC00LTkwOzIxNy0xMy0yMC00LTkwfDA=
1314,Ele.4,Day,83,MXwyNTUtOS0yMC00LTkwOzE1Ni04LTQ0LTc2LTMwNTszMjYtNy00NC04MC0zMDU7MTUzLTE0LTQ0LTgwLTMwNTsxNTUtMTMtNDQtODAtMzA1fDA=
1314,Ele.4,Day,84,MXwxNzQtOS0zMjItNC05MDsxMDI1LTgtNDQtMTg2LTMwNTsxNTgtNy00NC04MC0zMDU7MTg5LTE0LTQ0LTgwLTMwNTszNjctMTMtNDQtODAtMzA1fDA=
1314,Ele.4,Day,85,MXwzNjgtOS00NC03Ni0zMDU7MzA4LTgtMjAtNC05MDszMjUtNy00NC04MC0zMDU7MjQxLTE0LTIwLTQtOTA7Mjk5LTEzLTQ0LTgwLTMwNXww
1314,Ele.4,Day,86,MXwxNDctOS0yMC00LTkwOzI3OC04LTQ0LTgwLTMwNTsxOTAtNy00NC04MC0zMDU7MzIxLTE0LTQ0LTgwLTMwNTs0MC0xMy0yODEtNC05MHww
1314,Ele.4,Day,87,MXwzNTMtOS00NC04MC0zMDU7MTgyLTgtMjAtNC05MDs0MS03LTIwLTQtOTB8MA==
1318,Ele.8,Day,1,MXwyMDIwNi05LTQtMzItNDEyOzIwMDU1LTgtNC0zMi05OTsyMDE5Ni03LTQtMzItNDI0OzIwMDg4LTE0LTM2OS0yMjQtMTA3OzIwMTI1LTEzLTIzOS0xMzItNjh8MA==
1318,Ele.8,Day,2,MXwyMDEyMi05LTQtMzItMTkwOzI1My04LTIyOS00NDctNjg7MjAyOTMtNy00LTMyLTI3NTsyMDA2NS0xNC0xMDYtMzU2LTE1OTsyMDIwNS0xMy0yNzQtMzItMjM0fDA=
1318,Ele.8,Day,3,MXwyMzYtOS04LTM3MC0yMzQ7MjAyODgtOC00LTMyLTQzMTsyMDA4MS03LTIyOS0xMzEtMzg1OzIwMDY2LTE0LTgzLTM2OC0yOTk7MjAwNTctMTMtMTAwLTMzOC02MHww
1318,Ele.8,Day,4,MXwxMzgtOS0xMi0zNjEtMjM0OzE5NC04LTgtMzItMjM0OzIwMDU2LTctNC0xMjYtMzI7Mzk1LTE0LTIyOS0yMjQtNjg7MTg3LTEzLTI4OC0zMi0yMzR8MA==
1318,Ele.8,Day,5,MXwyMDA2NC05LTEzMC0zMi0zOTA7MjAyNjItOC00LTMyLTM4MzsyMDIxNi03LTI3My0zMi0yMzQ7MjAwNjAtMTQtNC0xMzUtMzYwOzIwMDgwLTEzLTM2Ni0yMjAtNjh8MA==
1318,Ele.8,Day,6,MXwyMDE3MS05LTI2MS0zMi0yMzQ7MjAxOTktOC0yMjktNDQ2LTY4OzE3My03LTM5OS0zMTYtNjg7NzgtMTQtMjI5LTIyNC02ODsyMDA3NS0xMy0zNDAtMTEyLTYxfDA=
1318,Ele.8,Day,7,MXwyMTUtOS0xNzUtMzItNDQyOzEwNDMtOC00LTMyLTM4ODszNzQtNy0yMjktMjI0LTY4OzEwOS0xNC0yMjktMzg2LTY4OzU0LTEzLTMyLTQ0LTkxfDA=
1318,Ele.8,Day,8,MXw2Mi05LTQtNDE5LTEyNzs0MDYtOC0yMjktMjI0LTY4OzIwMDg5LTctMzkzLTEyMy02ODszMDctMTQtMzIxLTQzMy02ODszOTMtMTMtMTItMzItMjM0fDA=
1318,Ele.8,Day,9,MXwzMDYtOS0xMi00NDEtMjM0Ozc5LTgtMjI5LTIyNC0yNTY7MjQzLTctMjgyLTMyLTIzNDsyMDA2MS0xNC0xMi0xMzYtNDEwOzM3OC0xMy0xMi0zMTctMjM0fDA=
1318,Ele.8,Day,10,MXwyMDA2My05LTEyNC0zMi0zNzQ7MzU2LTgtOC0zMi0yMzQ7MTE4LTctNC0zMi0yNDg7MTAyNy0xNC00LTMyLTE4NDsxMDMyLTEzLTgtMzItMjU1fDA=
1318,Ele.8,Day,11,MXw3My05LTI5NS0zMi0yMzQ7MzE4LTgtOC0zMi0yMzQ7NzctNy0yMjktMjI0LTQwMDszNjEtMTQtMTItMzItMjM0OzQwNC0xMy04LTMyLTIzNHww
1318,Ele.8,Day,12,MXwxMDIxLTktMjI5LTIyNC0xNDk7MjYzLTgtMjI5LTIyNC02ODsyOTItNy0yMjktMjI0LTY4OzMxMy0xNC04LTMyLTIzNDsxNzItMTMtMTY5LTMyLTQyMnww
1318,Ele.8,Day,13,MXwzODYtOS0yMjktMjI0LTY4OzI3NC04LTI5NC0zMi0zMDk7MzM4LTctOC0zMi0yMzQ7MjE0LTE0LTgtMzE5LTIzNDsxODUtMTMtMjI5LTIyNC05NHww
1318,Ele.8,Day,14,MXwyODktOS04LTMyLTIzNDsyOTAtOC0xMi0zMi0yMzQ7MjA4LTctMjI5LTIyNC02ODszNjUtMTQtOC0zMi0yMzQ7MzQyLTEzLTgtMzItMjM0fDA=
1318,Ele.8,Day,15,MXwyMzgtOS0yMjktMjI0LTY4OzEwNDQtOC0yMjktMjI0LTY4OzcyLTctNC0zMi0xNjU7MTAzMy0xNC0yMjktMjUyLTY4OzI1NC0xMy0zNDEtMjI0LTY4fDA=
1318,Ele.8,Day,16,MXwzOTYtOS0yMjktMjI0LTY4OzExMi04LTIyOS0yMjQtNjg7MzM5LTctMjI5LTIyNC02ODsyMDA3MS0xNC0xMi0zMi0yMzQ7MzcyLTEzLTgtMzItMjM0fDA=
1318,Ele.8,Day,17,MXw4Mi05LTIyOS0yNTctNjg7MTA0MC04LTIyOS0zMjYtNjg7MzQ1LTctMjI5LTIyNC02ODszOTAtMTQtMTItMzItMjM0OzM0MC0xMy0xMi0zMi0yMzR8MA==
1318,Ele.8,Day,18,MXwxMDM4LTktMTItMzItMzI5OzEwNi04LTEyLTMyLTIzNDsxODEtNy0xMi0zMi0yMzQ7Mjc1LTE0LTIyOS0yMjQtNjg7MTIxLTEzLTQ0NC0yMjQtNjh8MA==
1318,Ele.8,Day,19,MXwyODctOS0xMi0zMi0yMzQ7MTAzOS04LTQtMzItMzMwOzEyOS03LTEyLTMyLTIzNDsxNDktMTQtMjI5LTIyNC02ODsxMzAtMTMtMTItMzItMjM0fDA=
1318,Ele.8,Day,20,MXwxMDI5LTktMTItMzItMjM0Ozg2LTgtMjI5LTI5MC02ODsxMTktNy04LTMyLTIzNDszNjItMTQtMjI5LTIyNC02ODsxOTMtMTMtMTItMzItMjM0fDA=
1318,Ele.8,Day,21,MXwyNDAtOS0yMjktMjI0LTY4OzI3Ni04LTIyOS0yMjQtNjg7NDA1LTctOC0zMi0yMzQ7MTAyNi0xNC0yMjktMTg1LTY4OzE3NS0xMy04LTMyLTIzNHww
1318,Ele.8,Day,22,MXwzMTktOS0yMjktMjI0LTY4OzI2NC04LTIyOS0yMjQtNjg7MjQ5LTctMjI5LTIyNC02ODsxOTUtMTQtMjI5LTIyNC02ODszNDktMTMtOC0zMi0yMzR8MA==
