Area ID,Area Name,Battle Type,Echelon,Preset
1314,Ele.4,Day,11,MXwyODUtOS0yMjQtNzItNDYwOzIwMTQzLTgtMTkyLTM5MS02Njs5LTctMjY3LTcyLTQwOzEwOC0xNC04LTMyLTIzNDsyMDEwMy0xMy05Mi0zNTgtMTI1fDA=
1314,Ele.4,Day,12,MXwxNDItOS0zMzItNzItNTg7MzkzLTgtMTItMzItMjM0OzIwMTA0LTctMjYwLTcyLTEyOzE2Ni0xNC0yNzAtNzItNTg7MzA2LTEzLTEyLTQ0MS0yMzR8MA==
1314,Ele.4,Day,13,MXw5Ni05LTIyNC03Mi0yMzc7MTI2LTgtMTk4LTcyLTU4OzQtNy0yMjQtMjcxLTU4OzE1MC0xNC0yMzQtMzkyLTEyOzI0My0xMy0yODItMzItMjM0fDA=
1314,Ele.4,Day,14,MXwyMDA2MS05LTEyLTEzNi00MTA7Mzc4LTgtMTItMzE3LTIzNDsyMDAwMi03LTM3NS0xMDEtNTg7MjAwNjMtMTQtMTI0LTMyLTM3NDsxMDE3LTEzLTMwNS03Mi00MHww
1314,Ele.4,Day,15,MXwzNTYtOS04LTMyLTIzNDsxMDI3LTgtNC0zMi0xODQ7NzMtNy0yOTUtMzItMjM0OzExOC0xNC00LTMyLTI0ODsxMDMyLTEzLTgtMzItMjU1fDA=
1314,Ele.4,Day,16,MXwxMDM1LTktMjI0LTMyNy00MDsyMDAzMi04LTIzNC03Mi0xMzQ7MzE4LTctOC0zMi0yMzQ7MTAxOC0xNC0zMDUtNzItMTQ3OzM1Ny0xMy0yMjQtNzItNTh8MA==
1314,Ele.4,Day,17,MXw0MDAtOS0zMDUtNzItNDA7MzAzLTgtMzA1LTcyLTQwOzM2MS03LTEyLTMyLTIzNDszOTktMTQtMzA1LTcyLTQwOzEwMDEtMTMtMjI0LTcyLTU4fDA=
1314,Ele.4,Day,18,MXwyMDA5MS05LTIyNC03Mi01ODsyMzYtOC04LTM3MC0yMzQ7NDA0LTctOC0zMi0yMzQ7Mzc1LTE0LTIyNC03Mi01ODszMTMtMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,19,MXwxNzItOS0xNjktMzItNDIyOzIwMDcxLTgtMTItNDUzLTIzNDsyMDItNy0yMjQtNDA4LTQwOzMzOC0xNC04LTMyLTIzNDsyMTQtMTMtOC0zMTktMjM0fDA=
1314,Ele.4,Day,20,MXwyNzQtOS0yOTQtMzItMzA5OzM2OS04LTIyNC03Mi01ODsyODktNy04LTMyLTIzNDsyOTAtMTQtMTItMzItMjM0OzM2NS0xMy04LTMyLTIzNHww
1314,Ele.4,Day,21,MXwyMDI2Ny05LTQzNS03Mi0xMjszNDItOC04LTMyLTIzNDs3Mi03LTQtMzItMTY1Ozc0LTE0LTEyLTMyLTIzNDszNzItMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,22,MXwyMDAyOS05LTQwNy03Mi0xMjg7MTAwOS04LTIyNC03Mi01ODsxMDEwLTctMjI0LTcyLTU4OzE5NC0xNC04LTMyLTIzNDsxODctMTMtMjg4LTMyLTIzNHww
1314,Ele.4,Day,23,MXwzNzYtOS00MC03Mi0xMjszOTAtOC0xMi0zMi0yMzQ7MzQwLTctMTItMzItMjM0OzEwMzgtMTQtMTItMzItMzI5OzEwMC0xMy0yNzYtNzItNTh8MA==
1314,Ele.4,Day,24,MXwxMDYtOS0xMi0zMi0yMzQ7MjAxNzgtOC0yMTQtNzItMTI7MTgxLTctMTItMzItMjM0OzIwLTE0LTIzNC00MDMtMTI7MjAxMzYtMTMtMjM0LTcyLTEyfDA=
1314,Ele.4,Day,25,MXwxNDQtOS0yMzQtNzItMTI7Mjg3LTgtMTItMzItMjM0OzYtNy0zMDUtMzQ2LTQwOzIwMTMxLTE0LTQwLTcyLTMwMzsxMDM5LTEzLTQtMzItMzMwfDA=
1314,Ele.4,Day,26,MXwxMjktOS04LTMyLTIzNDszOTEtOC0yMzQtNzItMTI7MTAyOS03LTEyLTMyLTIzNDsxMTktMTQtOC0zMi0yMzQ7MTMwLTEzLTgtMzItMjM0fDA=
1314,Ele.4,Day,27,MXwyNDgtOS0yNDYtNzItNDA7Mzg0LTgtNDAtNzItMTI7MTkzLTctMTItMzItMjM0OzM3MC0xNC0yMjQtNzItNTg7OTktMTMtMjI0LTcyLTU4fDA=
1314,Ele.4,Day,28,MXwzMzEtOS0zMDUtNzItNDA7MzgzLTgtMjI0LTcyLTU4OzM3OS03LTIyNC03Mi01ODsyMDAyMS0xNC0yMzQtMjcyLTEyOzI2OS0xMy0zMDUtNzItNDB8MA==
1314,Ele.4,Day,29,MXwzMzItOS0zMDUtNzItNDA7NDA1LTgtOC0zMi0yMzQ7MTA0Ni03LTQwLTcyLTMwNTsxNzUtMTQtOC0zMi0yMzQ7MjQ1LTEzLTIzNC03Mi0yNzd8MA==
1314,Ele.4,Day,30,MXwxNC05LTIyNC0xOTUtNDA7MzU0LTgtMjI0LTcyLTU4OzE2OC03LTIyNC03Mi01ODszLTE0LTE2NC03Mi00MDsxNS0xMy0yNDUtNzItNTh8MA==
1314,Ele.4,Day,31,MXwzNDktOS04LTMyLTIzNDszNDYtOC0zMDUtNzItNDA7MzU4LTctMjI0LTcyLTU4OzI5Ny0xNC0xMi0zMi0yMzQ7MTEtMTMtMjkxLTcyLTU4fDA=
1314,Ele.4,Day,32,MXw5OC05LTMwNS03Mi00MDsxMTMtOC0xOTQtNzItNTg7MjQ0LTctMjI0LTcyLTQwOzM0My0xNC04LTMyLTIzNDsxMDIzLTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,33,MXwzMzAtOS04LTMyLTIzNDszNDQtOC04LTMyLTIzNDsxNDAtNy0yMjQtNzItNTg7MjI3LTE0LTgtMzItMjM0OzY5LTEzLTgtMzItMjM0fDA=
1314,Ele.4,Day,34,MXwxMDMwLTktMjUzLTcyLTEyOzEzNS04LTIzNC03Mi0yNDk7MjAwMzEtNy0yMzQtNDQ5LTE2NjszNzMtMTQtOC0zMi0yMzQ7MTIzLTEzLTMwMi03Mi01OHww
1314,Ele.4,Day,35,MXwyMzItOS0yMjQtNzItNTg7MzgyLTgtOC0zMi0yMzQ7MTYtNy0yMzYtNzItNDM5OzIwNy0xNC0xMi0zMi0yMzQ7MjgtMTMtMjM0LTQyMS0xMnww
1314,Ele.4,Day,36,MXwyNTktOS0yMzQtNzItMTI7NTgtOC04My0zMi0yMzQ7MTY3LTctMjI0LTcyLTU4OzEzMi0xNC0yMjQtNzItNTg7MjM5LTEzLTEyLTI2OC0yMzR8MA==
1314,Ele.4,Day,37,MXwzMDktOS0zMDUtNzItNDA7MzQxLTgtMjM0LTcyLTEyOzMyMi03LTIyNC03Mi01ODsyNzctMTQtMjI0LTcyLTU4OzQwMS0xMy0yMzQtNzItMTJ8MA==
1314,Ele.4,Day,38,MXwyMjMtOS0xMi0zMi00MDE7MjEwLTgtMzA1LTcyLTQwOzIzNy03LTgtMzItMjM0OzMxMS0xNC0yMzQtNzItMTI7Mzk0LTEzLTgtMzItMjM0fDA=
1314,Ele.4,Day,39,MXwzMTUtOS0yMzQtNzItMTI7MTg2LTgtMjI0LTcyLTU4OzM1OS03LTIzNC03Mi0xMjszODUtMTQtMzA1LTMyLTIzNDsyNjUtMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,40,MXwxMzktOS0zNDQtNzItNDA7MTQxLTgtMjI0LTcyLTU4OzEwNS03LTgtMTczLTIzNDsyNzktMTQtOC0zMi0yMzQ7MTAxOS0xMy0yMzQtMTQ2LTEyfDA=
1314,Ele.4,Day,41,MXwxMzQtOS0xMi0zMi0zNjM7MzM1LTgtMzA1LTMyLTIzNDsyMzQtNy0yMzQtNzItMTI7NzAtMTQtMTItMzItMjM0OzIwMDk0LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,42,MXwyMDA1MC05LTI5OC0xNjAtOTA7MjAzLTgtMjUwLTcyLTEyOzI1MS03LTIzNC03Mi0xMjsxMDI4LTE0LTIzNC03Mi0xMjsyOTgtMTMtOC0zMi0yMzR8MA==
1314,Ele.4,Day,43,MXwxMjAtOS04LTMyLTIzNDs2OC04LTEyLTMyLTM3NzszMTQtNy0xMi0zMi0yMzQ7MTcwLTE0LTEyLTMyLTIzNDsyNTgtMTMtMTItMzItMjM0fDA=
1314,Ele.4,Day,44,MXw1OS05LTIzNC03Mi0xMjsyMjQtOC0yMzQtNzItMTI7MTA3LTctOC0zMi0yMzQ7Mjk1LTE0LTM2Ny03Mi0xMjsxMDM2LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,45,MXw5MC05LTIyNC03Mi01ODsxMzMtOC0xMi0zMi0yMzQ7MTc3LTctMjM0LTcyLTEyOzIwMDkzLTE0LTIzNC03Mi0xMjsyMDA0Ni0xMy0yMC0xMDUtMjk3fDA=
1314,Ele.4,Day,46,MXwyMTgtOS0yMzQtMjgwLTEyOzMyOC04LTIzNC03Mi0xMjsyMDA4OC03LTM2OS0yMjQtMTA3OzMzMy0xNC0yMzQtNzItMTI7MzM2LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,47,MXwyMDAzOS05LTMzNy0xMTEtODY7Mjg2LTgtMjM0LTcyLTEyOzIzLTctMjM0LTcyLTEyOzMwNC0xNC0yMzQtNzItMTI7MzU1LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,48,MXwzNjQtOS0yMzQtNzItMTI7MzYzLTgtMjM0LTcyLTEyOzI3LTctMjM0LTE4MS0xMjsxMDItMTQtMjM0LTcyLTEyOzEzNy0xMy0yMzQtNzItMTJ8MA==
1314,Ele.4,Day,49,MXwyODAtOS0yMzQtNzItMTI7MzkyLTgtMjM0LTcyLTEyOzMwMS03LTIzNC03Mi0xMjszODAtMTQtMjM0LTcyLTEyOzIwMTI1LTEzLTIzOS0xMzItNjh8MA==
1314,Ele.4,Day,50,MXwxMTYtOS0yMzQtMzc4LTEyOzMyNy04LTIzNC03Mi0xMjsyMDktNy0yMzQtNzItMTI7MTgtMTQtMjM0LTcyLTEyOzIyNS0xMy0yMzQtNzItMTJ8MA==
1314,Ele.4,Day,51,MXwxOTEtOS0yMzQtNzItMTI7MTY5LTgtMjM0LTcyLTEyOzE3LTctNDAtNzItMTU0OzE5LTE0LTIzNC03Mi0xMjsxNzYtMTMtMjM0LTcyLTEyfDA=
1314,Ele.4,Day,52,MXwyOTEtOS0yMzQtNzItMTI7MjQtOC0yMzQtNzItMjQ0OzIyLTctMjM0LTcyLTEyOzkyLTE0LTIzNC03Mi0xMjsyMDA1My0xMy0xNzAtNC0zNzF8MA==
1314,Ele.4,Day,53,MXwyMDA4MS05LTIyOS0xMzEtMzg1OzMzLTgtMjM0LTcyLTEyOzIwMjU2LTctMzgyLTQtOTA7NDgtMTQtNDE0LTIxNy05MDsyMDAzNy0xMy0yMC0xMjktNDQzfDA=
1314,Ele.4,Day,54,MXwyMDI4Mi05LTMzNi03Ni0zMDU7MjAwOTUtOC0yMjEtMTU4LTM2NTsyNS03LTIzNC03Mi0xMjsyMDA0NC0xNC0zOTgtNC0xMTU7MjMxLTEzLTQyNy0yODMtOTB8MA==
1314,Ele.4,Day,55,MXwyMDIwMC05LTI0MS00LTkwOzI2MS04LTIwLTMwMC05MDsyMDA4MC03LTM2Ni0yMjAtNjg7MjAxOTktMTQtMjI5LTQ0Ni02ODsyMDI1Mi0xMy0xNzgtNC05MHww
1314,Ele.4,Day,56,MXwyMDEyNC05LTIwLTE5MS05MDsyMDE2Mi04LTQxNi04MC0zMDU7MTczLTctMzk5LTMxNi02ODszMTItMTQtMjAtNC0zNTQ7MjAwNzUtMTMtMzQwLTExMi02MXww
1314,Ele.4,Day,57,MXwyMDIzMC05LTIwLTI4Ny05MDszMTYtOC0yMC00MzctOTA7MTc5LTctMjAtNDUyLTQwNTszNi0xNC01OS00LTkwOzM3NC0xMy0yMjktMjI0LTY4fDA=
1314,Ele.4,Day,58,MXwyMDE2MS05LTE5My0zNzItMzA1OzEwOS04LTIyOS0zODYtNjg7MjUzLTctMjI5LTQ0Ny02ODsyNjYtMTQtMjAtNC05MDsyOTYtMTMtMzM5LTQtOTB8MA==
1314,Ele.4,Day,59,MXwxMDMxLTktMjAtNC0yNTQ7NDA2LTgtMjI5LTIyNC02ODszNzctNy0zMTgtNC05MDszNDgtMTQtNDI1LTQtOTA7MTAyNC0xMy0yMC00LTE4M3ww
1314,Ele.4,Day,60,MXwyMDA4OS05LTM5My0xMjMtNjg7MzA3LTgtMzIxLTIyNC02ODsxNjMtNy0zOTQtMTc0LTMwNTsxODgtMTQtNDU0LTc2LTMwNTszMTctMTMtMjAtNC0yNTl8MA==
1314,Ele.4,Day,61,MXwyMjItOS0yMC0yNDctOTA7NzktOC0yMjktMjI0LTI1NjsyMDIwMS03LTI2Mi00LTkwOzI0Ny0xNC0zNzMtNC05MDsyMDE1NC0xMy00MjAtNzYtMzA1fDA=
1314,Ele.4,Day,62,MXwzMjktOS0yMC00LTkwOzQwNy04LTIwLTQtOTA7NzctNy0yMjktMjI0LTQwMDsxMjgtMTQtMjAtNDMyLTkwOzIwNC0xMy0yMC00LTkwfDA=
1314,Ele.4,Day,63,MXwyMjYtOS0yMC00LTkwOzEwMzctOC0yMC0zMjUtOTA7MjAwNTEtNy0yMC0xMDQtOTA7MTUxLTE0LTM0Ny04MC0zMDU7MjczLTEzLTIwLTQyNi05MHww
1314,Ele.4,Day,64,MXwyNjMtOS0yMjktMjI0LTY4OzI5Mi04LTIyOS0yMjQtNjg7MTAyMS03LTIyOS0yMjQtMTQ5OzIwMTU5LTE0LTI0MC04MC0zMDU7MjU3LTEzLTIwLTQtOTB8MA==
1314,Ele.4,Day,65,MXwzODYtOS0yMjktMjI0LTY4OzIwMDQ5LTgtMjEyLTQtOTA7MTg1LTctMjI5LTIyNC05NDsxOTgtMTQtMjAtNC05MDsyMDgtMTMtMjI5LTIyNC02OHww
1314,Ele.4,Day,66,MXwxNjQtOS00NDUtODAtMzA1OzIyOS04LTM2NC04MC0zMDU7MjM4LTctMjI5LTIyNC02ODsxMDIwLTE0LTIwLTQtMTQ4OzMyNC0xMy0yOTMtODAtMzA1fDA=
1314,Ele.4,Day,67,MXwzODEtOS0yMC00LTkwOzEwMzMtOC0yMjktMjUyLTY4OzEwNDQtNy0yMjktMjI0LTY4OzE0OC0xNC0yMC00LTkwOzI1NC0xMy0zNDEtMjI0LTY4fDA=
1314,Ele.4,Day,68,MXwzOTYtOS0yMjktMjI0LTY4OzQzLTgtMjQyLTQtOTA7MTEyLTctMjI5LTIyNC02ODsyMDE1Mi0xNC00NC0yMDYtMzA1OzMzOS0xMy0yMjktMjI0LTY4fDA=
1314,Ele.4,Day,69,MXwzMjMtOS00NC03Ni0zMDU7ODItOC0yMjktMjU3LTY4OzEwNDAtNy0yMjktMzI2LTY4OzI3MC0xNC0yMTEtNC05MDsxMDM0LTEzLTQ0LTc2LTI1MXww
1314,Ele.4,Day,70,MXwxOTItOS0yMC00LTkwOzIxMS04LTIwLTQtOTA7Mzk1LTctMjI5LTIyNC02ODszNDUtMTQtMjI5LTIyNC02ODszNzEtMTMtMjAtNC05MHww
1314,Ele.4,Day,71,MXwzODgtOS0yMC00LTkwOzM4OS04LTIwLTQtOTA7MTk3LTctMjAtNC05MDs0Mi0xNC0yMC00LTEwODsxNDYtMTMtMjAtNC05MHww
1314,Ele.4,Day,72,MXwzMzQtOS0yMC00LTkwOzE0NS04LTIwLTIwOC05MDsyNzUtNy0yMjktMjI0LTY4OzMwNS0xNC0yMC00LTkwOzQwMy0xMy0yMC00LTkwfDA=
1314,Ele.4,Day,73,MXwxMjEtOS00NDQtMjI0LTY4OzM0LTgtMjAtMjc5LTkwOzExNy03LTIwLTQtOTA7MTQ5LTE0LTIyOS0yMjQtNjg7ODYtMTMtMjI5LTI5MC02OHww
1314,Ele.4,Day,74,MXwzNjItOS0yMjktMjI0LTY4OzI0MC04LTIyOS0yMjQtNjg7Mjc2LTctMjI5LTIyNC02ODsxODQtMTQtMjAtNC05MDsxODAtMTMtMjU4LTQtOTB8MA==
1314,Ele.4,Day,75,MXwzMzctOS0yMC00LTkwOzQ3LTgtMjAtMzAxLTkwOzM4Ny03LTQ0LTc2LTMwNTszOTgtMTQtNDQtODAtMzA1OzEwMjYtMTMtMjI5LTE4NS02OHww
1314,Ele.4,Day,76,MXw1Mi05LTIwLTE1My05MDsyMzUtOC0yMC00LTkwOzEwNDEtNy0zMzEtODAtMzA1OzI2NC0xNC0yMjktMjI0LTY4OzMxOS0xMy0yMjktMjI0LTY4fDA=
1314,Ele.4,Day,77,MXwyNDktOS0yMjktMjI0LTY4OzM2MC04LTIwLTQtOTA7MTk1LTctMjI5LTIyNC02ODszNTEtMTQtNDQtODAtMzA1OzE2MC0xMy00NC04MC0zMDV8MA==
1314,Ele.4,Day,78,MXwxMDIyLTktMTQ1LTgwLTMwNTs4NC04LTIyOS0yMjQtMTYyOzE1Ny03LTQ0LTgwLTMwNTsxMTAtMTQtMjI5LTE1MC02ODszOTctMTMtNDQtODAtMzA1fDA=
1314,Ele.4,Day,79,MXwxMDAyLTktNDQtODAtMzA1Ozc4LTgtMjI5LTIyNC02ODsyNzEtNy0yMjktMjI0LTY4OzI4MS0xNC00NC04MC0zMDU7ODUtMTMtMjI5LTIyNC02OHww
1314,Ele.4,Day,80,MXwzMDAtOS0yMjktMjI0LTY4OzM1MC04LTQ0LTgwLTMwNTszNjYtNy00NC04MC0zMDU7MjY4LTE0LTIwLTQtOTA7NDAyLTEzLTIwLTQtOTB8MA==
1314,Ele.4,Day,81,MXwxMTEtOS0zNjItMjI0LTY4OzMwMi04LTQzNC04MC0zMDU7MTY1LTctNDQtODAtMzA1Ozg3LTE0LTIyOS0zMjQtNjg7MzUtMTMtMjAtMzQ1LTkwfDA=
1314,Ele.4,Day,82,MXwzOC05LTIwLTE3Mi05MDszNTItOC00NC04MC0zMDU7MTU2LTctNDQtNzYtNDUwOzI4My0xNC0zNzYtODAtMzA1OzMyMC0xMy0yMC00LTkwfDA=
1314,Ele.4,Day,83,MXwyODQtOS0yMC00LTkwOzIxNy04LTIwLTQtOTA7MjU1LTctMjAtNC05MDszMjYtMTQtNDQtODAtMzA1OzE1My0xMy00NC04MC0zMDV8MA==
1314,Ele.4,Day,84,MXwxNTUtOS00NC04MC0zMDU7MTc0LTgtMzIyLTQtOTA7MTAyNS03LTQ0LTE4Ni0zMDU7MTU4LTE0LTQ0LTgwLTMwNTsxODktMTMtNDQtODAtMzA1fDA=
1314,Ele.4,Day,85,MXwzNjctOS00NC04MC0zMDU7MzY4LTgtNDQtNzYtMzA1OzMwOC03LTIwLTQtOTA7MzI1LTE0LTQ0LTgwLTMwNTsyNDEtMTMtMjAtNC05MHww
1314,Ele.4,Day,86,MXwyOTktOS00NC04MC0zMDU7MTQ3LTgtMjAtNC05MDsyNzgtNy00NC04MC0zMDU7MTkwLTE0LTQ0LTgwLTMwNTszMjEtMTMtNDQtODAtMzA1fDA=
1314,Ele.4,Day,87,MXw0MC05LTI4MS00LTkwOzM1My04LTQ0LTgwLTMwNTsxODItNy0yMC00LTkwOzQxLTE0LTIwLTQtOTB8MA==
1318,Ele.8,Day,1,MXwyMDIwNi05LTQtMzItNDEyOzIwMDU1LTgtNC0zMi05OTsyMDE5Ni03LTQtMzItNDI0OzIwMDg4LTE0LTM2OS0yMjQtMTA3OzIwMTI1LTEzLTIzOS0xMzItNjh8MA==
1318,Ele.8,Day,2,MXwyMDEyMi05LTQtMzItMTkwOzI1My04LTIyOS00NDctNjg7MjAyOTMtNy00LTMyLTI3NTsyMDA2NS0xNC0xMDYtMzU2LTE1OTsyMDIwNS0xMy0yNzQtMzItMjM0fDA=
1318,Ele.8,Day,3,MXwyMDA1Ni05LTEyNi00NTEtMzI7MjM2LTgtOC0zNzAtMjM0OzIwMjg4LTctNC0zMi00MzE7MjAwODEtMTQtMjI5LTEzMS0zODU7MjAwNjYtMTMtODMtMzY4LTI5OXww
1318,Ele.8,Day,4,MXwyMDA1Ny05LTEwMC0zMzgtNjA7MTM4LTgtMTItMzYxLTIzNDsxOTQtNy04LTMyLTIzNDszOTUtMTQtMjI5LTIyNC02ODsxODctMTMtMjg4LTMyLTIzNHww
1318,Ele.8,Day,5,MXwyMDA2NC05LTEzMC0zMi0zOTA7MjAyNjItOC00LTMyLTM4MzsyMDIxNi03LTI3My0zMi0yMzQ7MjAwNjAtMTQtNC0xMzUtMzYwOzIwMDgwLTEzLTM2Ni0yMjAtNjh8MA==
1318,Ele.8,Day,6,MXwyMDE3MS05LTI2MS0zMi0yMzQ7MjAxOTktOC0yMjktNDQ2LTY4OzE3My03LTM5OS0zMTYtNjg7NzgtMTQtMjI5LTIyNC02ODsyMDA3NS0xMy0zNDAtMTEyLTYxfDA=
1318,Ele.8,Day,7,MXwyMTUtOS0xNzUtMzItNDQyOzEwNDMtOC00LTMyLTM4ODszNzQtNy0yMjktMjI0LTY4OzEwOS0xNC0yMjktMzg2LTY4OzU0LTEzLTMyLTQ0LTkxfDA=
1318,Ele.8,Day,8,MXw2Mi05LTQtNDE5LTEyNzs0MDYtOC0yMjktMjI0LTY4OzIwMDg5LTctMzkzLTEyMy02ODszMDctMTQtMzIxLTQzMy02ODszOTMtMTMtMTItMzItMjM0fDA=
1318,Ele.8,Day,9,MXwzMDYtOS0xMi00NDEtMjM0Ozc5LTgtMjI5LTIyNC0yNTY7MjQzLTctMjgyLTMyLTIzNDsyMDA2MS0xNC0xMi0xMzYtNDEwOzM3OC0xMy0xMi0zMTctMjM0fDA=
1318,Ele.8,Day,10,MXwyMDA2My05LTEyNC0zMi0zNzQ7MzU2LTgtOC0zMi0yMzQ7MTE4LTctNC0zMi0yNDg7MTAyNy0xNC00LTMyLTE4NDsxMDMyLTEzLTgtMzItMjU1fDA=
1318,Ele.8,Day,11,MXw3My05LTI5NS0zMi0yMzQ7MzE4LTgtOC0zMi0yMzQ7NzctNy0yMjktMjI0LTQwMDszNjEtMTQtMTItMzItMjM0OzQwNC0xMy04LTMyLTIzNHww
1318,Ele.8,Day,12,MXwxMDIxLTktMjI5LTIyNC0xNDk7MjYzLTgtMjI5LTIyNC02ODsyOTItNy0yMjktMjI0LTY4OzMxMy0xNC04LTMyLTIzNDsxNzItMTMtMTY5LTMyLTQyMnww
1318,Ele.8,Day,13,MXwzODYtOS0yMjktMjI0LTY4OzIwMDcxLTgtMTItNDUzLTIzNDsyNzQtNy0yOTQtMzItMzA5OzMzOC0xNC04LTMyLTIzNDsyMTQtMTMtOC0zMTktMjM0fDA=
1318,Ele.8,Day,14,MXwxODUtOS0yMjktMjI0LTk0OzI4OS04LTgtMzItMjM0OzI5MC03LTEyLTMyLTIzNDsyMDgtMTQtMjI5LTIyNC02ODszNjUtMTMtOC0zMi0yMzR8MA==
1318,Ele.8,Day,15,MXwzNDItOS04LTMyLTIzNDsyMzgtOC0yMjktMjI0LTY4OzEwNDQtNy0yMjktMjI0LTY4OzcyLTE0LTQtMzItMTY1OzEwMzMtMTMtMjI5LTI1Mi02OHww
1318,Ele.8,Day,16,MXwyNTQtOS0zNDEtMjI0LTY4OzM5Ni04LTIyOS0yMjQtNjg7MTEyLTctMjI5LTIyNC02ODszMzktMTQtMjI5LTIyNC02ODszNzItMTMtOC0zMi0yMzR8MA==
1318,Ele.8,Day,17,MXw4Mi05LTIyOS0yNTctNjg7MTA0MC04LTIyOS0zMjYtNjg7MzQ1LTctMjI5LTIyNC02ODszOTAtMTQtMTItMzItMjM0OzM0MC0xMy0xMi0zMi0yMzR8MA==
1318,Ele.8,Day,18,MXwxMDM4LTktMTItMzItMzI5OzEwNi04LTEyLTMyLTIzNDsxODEtNy0xMi0zMi0yMzQ7Mjc1LTE0LTIyOS0yMjQtNjg7MTIxLTEzLTQ0NC0yMjQtNjh8MA==
1318,Ele.8,Day,19,MXwyODctOS0xMi0zMi0yMzQ7MTAzOS04LTQtMzItMzMwOzEyOS03LTEyLTMyLTIzNDsxNDktMTQtMjI5LTIyNC02ODsxMzAtMTMtMTItMzItMjM0fDA=
1318,Ele.8,Day,20,MXwxMDI5LTktMTItMzItMjM0Ozg2LTgtMjI5LTI5MC02ODsxMTktNy04LTMyLTIzNDszNjItMTQtMjI5LTIyNC02ODsxOTMtMTMtMTItMzItMjM0fDA=
1318,Ele.8,Day,21,MXwyNDAtOS0yMjktMjI0LTY4OzI3Ni04LTIyOS0yMjQtNjg7NDA1LTctOC0zMi0yMzQ7MTAyNi0xNC0yMjktMTg1LTY4OzE3NS0xMy04LTMyLTIzNHww
1318,Ele.8,Day,22,MXwzMTktOS0yMjktMjI0LTY4OzI2NC04LTIyOS0yMjQtNjg7MjQ5LTctMjI5LTIyNC02ODsxOTUtMTQtMjI5LTIyNC02ODszNDktMTMtOC0zMi0yMzR8MA==
